25	1000	1
0	40	50	0	0	960	0	0	0
1	25	85	-10	591	874	10	30	0	178
2	22	75	30	73	350	10	0	5	127
3	22	85	-30	473	588	10	40	0	199
4	20	80	-6	418	913	10	63	0	125
5	20	85	-30	40	390	10	2	0	127
6	18	75	20	249	646	10	0	7	156
7	15	75	-20	281	438	10	6	0	156
8	15	80	-9	272	581	10	61	0	155
9	10	35	20	236	625	10	0	74	236
10	10	40	-10	470	687	10	13	0	252
11	8	40	-10	33	510	10	45	0	167
12	8	45	20	166	399	10	0	57	146
13	5	35	10	359	911	10	0	10	252
14	5	45	10	35	457	10	0	68	168
15	2	40	-10	39	538	10	47	0	131
16	0	40	20	214	415	10	0	87	149
17	0	45	-27	359	909	10	69	0	209
18	44	5	20	338	451	10	0	94	162
19	42	10	40	205	422	10	0	51	152
20	42	15	10	511	682	10	0	60	258
21	40	5	10	158	391	10	0	84	138
22	40	15	40	263	606	10	0	97	228
23	38	5	-3	45	522	10	52	0	134
24	38	15	-30	598	883	10	26	0	243
25	35	5	20	348	904	0	0	102	343
26	95	30	30	509	668	10	0	24	243
27	95	35	-2	57	664	10	85	0	181
28	92	30	10	68	349	10	0	90	117
29	90	35	10	131	376	10	0	35	129
30	88	30	10	114	497	10	0	1	178
31	88	35	20	102	347	10	0	81	118
32	87	30	-3	564	797	10	93	0	292
33	85	25	10	51	673	10	0	54	248
34	85	35	-9	462	631	10	82	0	129
35	67	85	-10	396	905	10	29	0	129
36	65	85	-10	43	712	10	46	0	247
37	65	82	10	530	703	0	0	101	264
38	62	80	30	131	544	10	0	79	184
39	60	80	10	36	800	10	0	43	265
40	60	85	30	233	544	10	0	3	199
41	58	75	20	207	664	10	0	78	223
42	55	80	-16	33	624	10	65	0	223
43	55	85	-10	549	718	10	39	0	265
44	55	82	-9	62	491	10	67	0	165
45	20	82	10	37	677	10	0	11	167
46	18	80	10	435	662	10	0	36	247
47	2	45	10	38	366	10	0	15	131
48	42	5	10	636	904	10	0	66	296
49	42	12	10	423	576	10	0	58	215
50	72	35	-3	471	662	10	62	0	223
51	55	20	-40	281	490	10	19	0	152
52	25	30	3	109	360	10	0	23	134
53	20	50	-8	284	585	10	72	0	141
54	55	60	-10	568	753	10	33	0	248
55	30	60	-28	421	896	10	86	0	181
56	50	35	-16	404	829	10	75	0	137
57	30	25	-20	347	566	10	12	0	146
58	15	10	-10	380	902	10	49	0	215
59	10	20	-15	42	466	10	99	0	165
60	15	60	-10	613	894	10	20	0	258
61	45	65	9	230	405	10	0	8	155
62	65	35	3	29	587	10	0	50	223
63	65	20	6	39	353	10	0	4	125
64	45	30	17	20	497	10	0	95	102
65	35	40	16	11	570	10	0	42	223
66	41	37	-10	423	828	10	48	0	296
67	64	42	9	112	543	10	0	44	165
68	40	60	-10	441	902	10	14	0	168
69	31	52	27	9	532	10	0	17	209
70	35	69	-3	211	930	10	100	0	358
71	65	55	-14	201	400	10	83	0	122
72	63	65	8	27	382	10	0	53	141
73	2	60	-19	255	436	10	88	0	154
74	20	20	-20	427	913	10	9	0	236
75	5	5	16	183	400	10	0	56	137
76	60	12	31	162	493	10	0	92	180
77	23	3	-9	360	900	10	98	0	135
78	8	56	-20	195	654	10	41	0	223
79	6	68	-30	258	565	10	38	0	184
80	47	47	-13	426	942	10	91	0	357
81	49	58	-20	369	460	10	31	0	118
82	27	43	9	85	338	10	0	34	129
83	37	31	14	19	326	10	0	71	122
84	57	29	-10	304	605	10	21	0	138
85	63	23	2	318	489	10	0	27	181
86	21	24	28	332	485	10	0	55	181
87	12	24	-20	365	472	10	16	0	149
88	24	58	19	100	539	10	0	73	154
89	67	5	-26	565	897	10	96	0	275
90	37	47	-10	324	513	10	28	0	117
91	49	42	13	651	906	10	0	80	357
92	53	43	-31	14	669	10	76	0	180
93	61	52	3	298	928	10	0	32	292
94	57	48	-20	385	518	10	18	0	162
95	56	37	-17	20	299	10	64	0	102
96	55	54	26	538	705	10	0	89	275
97	4	18	-40	546	667	10	22	0	228
98	26	52	9	109	354	10	0	77	135
99	26	35	15	170	565	10	0	59	165
100	31	67	3	262	930	10	0	70	358
101	65	82	-10	530	703	10	37	0	264
102	35	5	-20	348	904	10	25	0	343

